Avg Weekday Trip OD																																																			
																																																			
2024 / 01																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
WC	14	15	11	13	56	10	71	99	111	14	16	8	13	7	9	5	9	5	139	49	18	39	20	67	8	496	394	204	164	58	26	18	19	19	8	2	3	19	70	9	10	80	10	1	16	2	25	61	6	4	"2,552"
LF	9	7	5	5	25	5	28	55	50	4	10	2	2	1	3	2	1	0	96	30	42	8	10	37	2	365	292	101	91	28	17	6	10	4	2	0	0	4	15	2	5	49	3	0	9	3	6	9	1	2	"1,466"
OR	7	6	4	4	16	2	19	35	45	3	8	4	3	1	2	0	1	2	20	9	23	8	9	30	3	326	246	89	83	25	10	13	7	8	2	1	1	2	6	2	1	35	2	1	5	1	6	6	1	1	"1,144"
RR	14	19	15	9	18	7	39	78	74	9	21	7	15	8	6	2	6	6	49	57	68	34	33	11	12	490	388	198	214	101	54	27	25	17	3	2	3	7	25	7	6	68	5	2	7	5	8	23	4	4	"2,314"
OW	20	17	4	11	36	14	30	36	47	14	64	41	25	24	23	8	9	8	8	8	7	3	2	10	36	710	508	473	378	202	120	34	48	25	4	5	16	2	8	10	13	54	12	5	4	6	4	10	4	3	"3,163"
EM	204	409	265	296	370	271	446	624	627	348	377	160	368	285	182	151	241	286	319	522	561	414	379	530	835	66	28	122	180	428	690	450	484	533	203	226	658	99	264	174	163	164	191	280	49	87	30	231	120	137	"15,527"
MT	205	354	216	223	279	236	374	470	439	284	329	126	319	281	149	133	178	191	271	406	393	291	243	387	586	32	56	40	125	439	764	535	687	705	229	172	450	76	232	209	201	173	234	177	38	76	33	190	101	109	"13,444"
PL	208	338	137	116	233	132	263	302	379	211	318	141	239	219	109	82	93	99	182	190	187	98	87	176	476	150	55	72	93	449	593	414	769	558	171	104	229	53	234	158	127	491	148	84	38	41	42	144	48	57	"10,338"
CC	152	255	130	142	187	168	280	308	279	189	304	117	191	158	95	72	82	79	161	148	140	83	79	185	378	159	118	88	58	220	362	296	462	415	161	95	174	53	133	163	147	177	138	64	20	33	30	155	44	41	"8,169"
16	90	115	42	65	115	78	160	175	155	97	141	46	75	52	36	25	33	30	50	49	51	27	23	91	203	412	441	496	255	23	99	185	267	246	98	30	57	15	76	67	75	126	80	27	10	18	15	58	13	18	"5,235"
24	92	87	35	39	108	44	98	114	117	65	102	49	57	39	19	26	10	12	43	28	22	18	10	49	137	612	660	690	407	99	23	162	202	184	90	15	34	12	55	55	61	89	72	16	9	9	7	37	11	10	"5,041"
GP	23	35	15	17	60	13	35	60	65	26	29	14	18	17	9	3	8	6	18	14	14	6	10	26	41	425	487	443	302	187	156	13	50	44	32	7	19	3	15	23	32	61	44	7	7	4	2	24	4	4	"2,975"
BP	36	42	14	15	38	16	37	46	66	35	45	24	34	21	10	10	10	7	20	15	17	10	7	24	55	415	483	848	433	230	194	44	14	61	50	9	18	5	18	37	48	54	55	11	4	5	6	19	4	4	"3,723"
DC	31	53	17	9	38	11	35	45	66	29	46	26	32	23	20	10	14	11	24	22	18	6	8	15	29	519	649	617	432	250	194	50	68	21	23	10	30	6	25	57	74	117	111	12	6	6	7	21	10	9	"3,960"
CM	11	10	3	4	15	3	6	15	26	4	5	4	4	3	5	1	1	3	8	4	7	2	2	3	5	203	207	210	164	89	84	28	46	16	8	2	4	2	7	9	23	50	42	1	1	1	3	10	0	1	"1,365"
CV	3	5	3	2	15	3	8	16	15	52	27	20	26	25	12	11	8	12	3	1	2	1	1	1	5	199	159	111	108	30	16	5	11	12	1	7	62	0	1	2	3	7	3	42	3	8	0	2	4	5	"1,076"
ED	6	10	5	5	39	6	25	48	81	86	79	39	86	65	34	23	29	25	5	2	3	1	0	2	14	590	436	246	196	60	35	20	17	30	4	60	22	0	2	5	5	59	6	15	30	13	0	3	17	22	"2,611"
NC	2	2	3	1	9	1	14	19	32	7	2	2	4	0	1	2	0	1	18	11	15	3	2	7	2	74	70	55	65	17	13	3	6	6	2	0	0	4	13	4	5	18	1	0	5	2	12	13	1	2	554
WP	12	8	3	3	31	4	68	43	78	10	10	12	8	5	12	3	4	4	111	41	75	17	9	27	8	213	210	276	207	85	57	25	21	24	8	2	2	14	16	6	9	52	9	0	9	4	6	20	3	3	"1,884"
SS	9	18	4	3	16	3	8	21	34	4	5	5	8	8	3	3	3	1	7	6	9	2	2	7	10	172	199	181	164	71	58	25	45	54	12	2	5	3	7	7	19	31	26	2	1	2	1	12	1	0	"1,300"
SB	11	14	6	3	16	5	13	24	30	7	11	8	7	5	7	2	2	2	9	8	10	4	2	7	16	159	183	154	156	76	68	31	56	80	24	3	5	5	10	19	7	63	18	2	1	1	3	11	1	0	"1,365"
SO	32	48	28	43	66	27	46	40	51	13	24	9	12	9	5	3	6	10	46	60	70	47	36	56	55	119	115	306	135	85	59	42	41	93	43	6	45	18	48	23	38	53	174	13	10	5	7	40	5	3	"2,368"
MB	12	26	9	9	42	11	16	24	35	7	7	9	3	4	3	2	3	1	9	5	9	2	1	3	12	181	206	150	125	74	63	36	63	92	38	3	6	1	8	21	16	264	26	2	3	1	1	7	0	0	"1,653"
WD	4	9	4	1	13	3	11	24	24	44	36	10	30	35	22	14	16	11	4	1	1	1	0	2	7	252	175	85	84	28	16	8	13	12	1	43	16	0	1	3	2	16	2	8	11	6	0	1	7	10	"1,124"
OA	7	14	11	11	21	8	9	11	16	9	4	7	4	2	4	2	5	6	9	13	11	7	5	5	2	44	30	28	20	9	9	6	4	5	1	2	21	3	7	1	1	11	1	9	5	2	1	8	5	3	442
WS	15	19	6	7	22	7	25	35	31	35	40	30	46	38	56	51	53	58	4	5	2	2	1	4	6	80	67	44	37	19	11	4	6	7	1	9	11	2	3	1	2	8	0	5	3	6	3	7	62	64	"1,060"
PC	4	3	1	0	8	2	15	13	12	4	6	6	2	3	4	1	1	2	55	16	26	4	5	9	5	20	23	40	29	17	6	2	6	6	2	0	1	11	9	1	3	6	1	1	1	2	1	20	0	1	418
AN	9	9	2	2	21	5	54	49	71	13	9	19	13	5	10	2	3	6	70	31	54	9	6	20	9	177	157	145	155	57	36	24	21	20	9	2	2	13	23	11	10	42	10	0	10	7	16	14	3	4	"1,469"
ML	7	12	7	7	47	10	13	31	30	23	24	15	33	22	48	28	52	70	6	4	5	1	1	4	5	104	93	51	48	11	10	3	7	9	1	4	16	1	1	1	1	8	0	8	5	68	1	4	13	15	984
BE	7	15	6	8	66	12	26	30	39	25	30	19	28	23	44	30	50	69	6	5	5	2	2	4	5	124	103	64	52	17	10	4	6	10	1	4	23	2	3	1	1	6	0	12	6	74	1	4	18	12	"1,111"
Grand Total	"2,177"	"3,328"	"1,915"	"1,637"	"4,404"	"1,848"	"3,467"	"4,300"	"4,892"	"2,593"	"3,444"	"1,823"	"2,899"	"2,302"	"1,942"	"1,299"	"1,632"	"1,787"	"2,303"	"2,221"	"2,510"	"1,463"	"1,197"	"2,226"	"3,406"	"13,622"	"12,131"	"11,120"	"8,911"	"5,195"	"5,101"	"3,038"	"4,039"	"3,892"	"1,370"	"1,085"	"2,638"	580	"1,787"	"1,258"	"1,298"	"3,178"	"1,675"	"1,109"	569	"1,119"	438	"1,602"	"1,015"	"1,069"	"151,854"
